voucher_id,transaction_date,transaction_type,department_code,partner_code,evidence_type,evidence_no,description,debit_account_1,debit_amount_1,debit_account_2,debit_amount_2,credit_account_1,credit_amount_1,credit_account_2,credit_amount_2,supply_amount,vat_amount,total_amount,remarks,error_count,error_types,processing_status
JV2026081233,2026-08-02,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0233,합성고무 원재료 구매,1210,6210000,1180.0,621000,2110,6831000,,0,6210000,621000,6831000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081234,2026-08-01,운송비,D007,V005,전자세금계산서,TAX-202608-0234,원재료 입고 운송비,5140,1370000,1180.0,137000,2120,1507000,,0,1370000,137000,1507000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081235,2026-08-04,제품 판매,D006,C003,전자세금계산서,TAX-202608-0235,방진부품 외상 판매,1130,5665000,,0,4110,5150000,2180.0,515000,5150000,515000,5665000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081236,2026-08-08,공장 전기요금,D003,V006,전자세금계산서,TAX-202608-0236,생산1공장 전기요금,5150,3600000,1180.0,360000,2120,3960000,,0,3600000,360000,3960000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081237,2026-08-02,운송비,D007,V005,전자세금계산서,TAX-202608-0237,제품 납품 운송비,5140,1140000,1180.0,114000,2120,1254000,,0,1140000,114000,1254000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081238,2026-08-11,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0238,생산2공장 전기요금,5150,3820000,1180.0,382000,2120,4202000,,0,3820000,382000,4202000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081239,2026-08-08,산업용 소모품 구매,D004,V003,법인카드,CARD-202608-0239,검사용 소모품 구매,5130,470000,1180.0,47000,2140,517000,,0,470000,47000,517000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081240,2026-08-26,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0240,자동차부품용 소재 매입,1210,4010000,1180.0,401000,2110,4411000,,0,4010000,401000,4411000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081241,2026-08-08,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0241,생산1공장 전기요금,5150,3090000,1180.0,309000,2120,3399000,,0,3090000,309000,3399000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081242,2026-08-12,공장 전기요금,D003,V006,전자세금계산서,TAX-202608-0242,공장 설비 전력 사용료,5150,4550000,1180.0,455000,2120,5005000,,0,4550000,455000,5005000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081243,2026-08-05,제품 판매,D006,C001,전자세금계산서,TAX-202608-0243,고무호스 제품 외상 판매,1130,4686000,,0,4110,4260000,2180.0,426000,4260000,426000,4686000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081244,2026-08-26,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0244,자동차부품용 소재 매입,1210,1500000,1180.0,150000,2110,1650000,,0,1500000,150000,1650000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081245,2026-08-22,경영서비스 수수료,D001,V008,전자세금계산서,TAX-202608-0245,회계 자문 수수료,5160,600000,1180.0,60000,2120,660000,,0,600000,60000,660000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081246,2026-08-05,운송비,D007,V005,전자세금계산서,TAX-202608-0246,원재료 입고 운송비,5140,1090000,1180.0,109000,2120,1199000,,0,1090000,109000,1199000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081247,2026-08-25,제품 판매,D006,V999,전자세금계산서,TAX-202608-0247,방진부품 외상 판매,1130,14564000,,0,4110,13240000,2180.0,1324000,13240000,1324000,14564000,포트폴리오용 합성 거래,1,존재하지 않는 거래처,검토 필요
JV2026081248,2026-08-08,제품 판매,D006,C003,전자세금계산서,TAX-202608-0248,방진부품 외상 판매,1130,10560000,,0,4110,9600000,2180.0,960000,9600000,960000,10560000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081249,2026-08-20,산업용 소모품 구매,D003,V003,법인카드,CARD-202608-0249,검사용 소모품 구매,5130,660000,1180.0,66000,2140,726000,,0,660000,66000,726000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081250,2026-08-31,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0250,자동차부품용 소재 매입,1210,3430000,1180.0,343000,2110,3773000,,0,3430000,343000,3773000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081251,2026-08-06,운송비,D007,V005,전자세금계산서,TAX-202608-0251,긴급 납품 운송비,5140,1500000,1180.0,149000,2120,1639000,,0,1490000,149000,1639000,포트폴리오용 합성 거래,1,차변·대변 불일치,검토 필요
JV2026081252,2026-08-02,운송비,D007,V005,전자세금계산서,TAX-202608-0252,긴급 납품 운송비,5140,1100000,1180.0,110000,2120,1210000,,0,1100000,110000,1210000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081253,2026-08-27,운송비,D999,V005,전자세금계산서,TAX-202608-0253,긴급 납품 운송비,5140,1270000,1180.0,127000,2120,1397000,,0,1270000,127000,1397000,포트폴리오용 합성 거래,1,존재하지 않는 부서,검토 필요
JV2026081254,2026-08-25,제품 판매,D006,C002,전자세금계산서,TAX-202608-0254,고무호스 제품 외상 판매,1130,16533000,,0,4110,15030000,2180.0,1503000,15030000,1503000,16533000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081255,2026-08-29,산업용 소모품 구매,D003,V004,법인카드,TAX-202608-0255,생산 작업용 장갑 구매,5130,720000,1180.0,72000,2110,792000,,0,720000,72000,792000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081256,2026-08-21,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0256,합성고무 원재료 구매,1210,1480000,1180.0,148000,2110,1628000,,0,1480000,148000,1628000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081257,2026-08-17,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0257,고무 원재료 외상 매입,1210,2470000,1180.0,247000,2110,2717000,,0,2470000,247000,2717000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081258,2026-08-08,산업용 소모품 구매,D005,V004,법인카드,TAX-202608-0258,생산 작업용 장갑 구매,5130,580000,1180.0,58000,2110,638000,,0,580000,58000,638000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081259,2026-08-30,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0259,고무 원재료 외상 매입,1210,3140000,1180.0,314000,2110,3454000,,0,3140000,314000,3454000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081260,2026-08-30,산업용 소모품 구매,D005,V004,법인카드,TAX-202608-0260,검사용 소모품 구매,5130,380000,1180.0,38000,2110,418000,,0,380000,38000,418000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081261,2026-08-16,공장 전기요금,D003,V006,전자세금계산서,TAX-202608-0261,생산2공장 전기요금,5150,1180000,1180.0,118000,2120,1298000,,0,1180000,118000,1298000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081262,2026-08-15,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0262,자동차부품용 소재 매입,1210,2930000,1180.0,293000,2110,3223000,,0,2930000,293000,3223000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081263,2026-08-18,운송비,D007,V005,전자세금계산서,TAX-202608-0263,제품 납품 운송비,5140,820000,1180.0,82000,2120,902000,,0,820000,82000,902000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081264,2026-08-23,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0264,고무 원재료 외상 매입,1210,7420000,1180.0,742000,2110,8162000,,0,7420000,742000,8162000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081265,2026-08-02,산업용 소모품 구매,D005,V004,법인카드,TAX-202608-0265,검사용 소모품 구매,5130,960000,1180.0,96000,2110,1056000,,0,960000,96000,1056000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081266,2026-08-07,제품 판매,D006,C004,전자세금계산서,TAX-202608-0266,자동차용 씰링부품 외상 판매,1130,18392000,,0,4110,16720000,2180.0,1672000,16720000,1672000,18392000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081267,2026-08-24,산업용 소모품 구매,D005,V003,법인카드,CARD-202608-0267,,5130,960000,1180.0,96000,2140,1056000,,0,960000,96000,1056000,포트폴리오용 합성 거래,1,필수값 누락,검토 필요
JV2026081268,2026-08-08,생산설비 구매,D002,V007,전자세금계산서,TAX-202608-0268,생산설비 구매,1510,41250000,1180.0,4125000,2120,45375000,,0,41250000,4125000,45375000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081269,2026-08-01,산업용 소모품 구매,D005,V003,법인카드,CARD-202608-0269,제품 포장재 구매,5130,170000,1180.0,17000,2140,187000,,0,170000,17000,187000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081270,2026-08-24,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0270,합성고무 원재료 구매,1210,5900000,1180.0,590000,2110,6490000,,0,5900000,590000,6490000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081271,2026-08-22,제품 판매,D006,C004,전자세금계산서,TAX-202608-0271,자동차용 고무부품 외상 판매,1130,8448000,,0,4110,7680000,2180.0,768000,7680000,768000,8448000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081272,2026-08-07,산업용 소모품 구매,D007,V003,법인카드,CARD-202608-0272,검사용 소모품 구매,5130,830000,1180.0,83000,2140,913000,,0,830000,83000,913000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081273,2026-08-19,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0273,고무 원재료 외상 매입,1210,7230000,1180.0,723000,2110,7953000,,0,7230000,723000,7953000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081274,2026-08-28,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0274,고무 원재료 외상 매입,1210,1810000,1180.0,181000,2110,1991000,,0,1810000,181000,1991000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081275,2026-08-20,제품 판매,D006,C003,전자세금계산서,TAX-202608-0275,자동차용 고무부품 외상 판매,1130,20306000,,0,4110,18460000,2180.0,1846000,18460000,1846000,20306000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081276,2026-08-23,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0276,자동차부품용 소재 매입,1210,2180000,1180.0,218000,2110,2398000,,0,2180000,218000,2398000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081277,2026-08-06,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0277,고무 원재료 외상 매입,1210,3550000,1180.0,355000,2110,3905000,,0,3550000,355000,3905000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081278,2026-08-12,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0278,생산1공장 전기요금,5150,4540000,1180.0,454000,2120,4994000,,0,4540000,454000,4994000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081279,2026-08-24,제품 판매,D006,C002,전자세금계산서,TAX-202608-0279,고무호스 제품 외상 판매,1130,9812000,,0,4110,8920000,2180.0,892000,8920000,892000,9812000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081280,2026-08-14,제품 판매,D006,C004,전자세금계산서,TAX-202608-0280,방진부품 외상 판매,1130,4697000,,0,4110,4270000,2180.0,427000,4270000,427000,4697000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081281,2026-08-17,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0281,자동차부품용 소재 매입,1210,6250000,1180.0,625000,2110,6875000,,0,6250000,625000,6875000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081282,2026-08-13,경영서비스 수수료,D001,V008,전자세금계산서,TAX-202608-0282,경영관리 서비스 비용,5160,740000,1180.0,74000,2120,814000,,0,740000,74000,814000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081283,2026-08-11,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0283,합성고무 원재료 구매,1210,5930000,1180.0,593000,2110,6523000,,0,5930000,593000,6523000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081284,2026-08-13,제품 판매,D006,C002,전자세금계산서,TAX-202608-0284,자동차용 고무부품 외상 판매,1130,9999000,,0,4110,9090000,2180.0,909000,9090000,909000,9999000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081285,2026-08-18,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0285,합성고무 원재료 구매,1210,2270000,1180.0,227000,2110,2497000,,0,2270000,227000,2497000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081286,2026-08-06,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0286,고무 원재료 외상 매입,1210,1340000,1180.0,133000,2110,1463000,,0,1330000,133000,1463000,포트폴리오용 합성 거래,1,차변·대변 불일치,검토 필요
JV2026081287,2026-08-26,공장 전기요금,D003,V006,전자세금계산서,TAX-202608-0287,생산2공장 전기요금,5150,1750000,1180.0,175000,2120,1925000,,0,1750000,175000,1925000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081288,2026-08-21,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0288,합성고무 원재료 구매,1210,1260000,1180.0,126000,2110,1386000,,0,1260000,126000,1386000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081289,2026-08-08,제품 판매,D006,C002,전자세금계산서,,방진부품 외상 판매,1130,9999000,,0,4110,9090000,2180.0,909000,9090000,909000,9999000,포트폴리오용 합성 거래,1,필수값 누락,검토 필요
JV2026081290,2026-08-07,공장 전기요금,D003,V006,전자세금계산서,TAX-202608-0290,생산1공장 전기요금,5150,4930000,1180.0,493000,2120,5423000,,0,4930000,493000,5423000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081291,2026-08-28,제품 판매,D006,C002,전자세금계산서,TAX-202608-0291,자동차용 고무부품 외상 판매,1130,11011000,,0,4110,10010000,2180.0,1001000,10010000,1001000,11011000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081292,2026-08-28,운송비,D007,V005,전자세금계산서,TAX-202608-0292,원재료 입고 운송비,5140,730000,1180.0,73000,2120,803000,,0,730000,73000,803000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081293,2026-08-21,경영서비스 수수료,D001,V008,전자세금계산서,TAX-202608-0293,업무 시스템 자문료,5160,850000,1180.0,85000,2120,935000,,0,850000,85000,935000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081294,2026-08-11,제품 판매,D006,C001,전자세금계산서,TAX-202608-0294,자동차용 고무부품 외상 판매,1130,17809000,,0,4110,16190000,2180.0,1619000,16190000,1619000,17809000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081295,2026-08-07,산업용 소모품 구매,D003,V004,법인카드,TAX-202608-0295,제품 포장재 구매,5130,630000,1180.0,63000,2110,693000,,0,630000,63000,693000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081296,2026-08-24,운송비,D007,V005,전자세금계산서,TAX-202608-0296,긴급 납품 운송비,5140,880000,1180.0,88000,2120,968000,,0,880000,88000,968000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081297,2026-08-04,운송비,D007,V005,전자세금계산서,TAX-202608-0297,원재료 입고 운송비,5140,1000000,1180.0,100000,2120,1100000,,0,1000000,100000,1100000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081298,2026-08-11,운송비,D007,V005,전자세금계산서,TAX-202608-0298,제품 납품 운송비,5140,920000,1180.0,92000,2120,1012000,,0,920000,92000,1012000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081299,2026-08-25,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0299,고무 원재료 외상 매입,1210,1600000,1180.0,160000,2110,1760000,,0,1600000,160000,1760000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081300,2026-08-25,생산설비 구매,D002,V007,전자세금계산서,TAX-202608-0300,품질검사 설비 구매,1510,20620000,1180.0,2062000,2120,22682000,,0,20620000,2062000,22682000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081301,2026-08-12,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0301,고무 원재료 외상 매입,1210,2710000,1180.0,271000,2110,2981000,,0,2710000,271000,2981000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081302,2026-08-12,제품 판매,D006,C002,전자세금계산서,TAX-202608-0302,자동차용 씰링부품 외상 판매,1130,6314000,,0,4110,5740000,2180.0,574000,5740000,574000,6314000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081303,2026-08-29,산업용 소모품 구매,D005,V003,법인카드,CARD-202608-0303,생산 작업용 장갑 구매,5130,260000,1180.0,26000,2140,286000,,0,260000,26000,286000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081304,2026-09-05,제품 판매,D006,C003,전자세금계산서,TAX-202608-0304,자동차용 고무부품 외상 판매,1130,3421000,,0,4110,3110000,2180.0,311000,3110000,311000,3421000,포트폴리오용 합성 거래,1,회계기간 이탈,검토 필요
JV2026081305,2026-08-08,운송비,D007,V005,전자세금계산서,TAX-202608-0305,긴급 납품 운송비,5140,1000000,1180.0,100000,2120,1100000,,0,1000000,100000,1100000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081306,2026-08-16,생산설비 구매,D002,V007,전자세금계산서,TAX-202608-0306,품질검사 설비 구매,1510,17090000,1180.0,1709000,2120,18799000,,0,17090000,1709000,18799000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081307,2026-08-12,제품 판매,D006,C002,전자세금계산서,TAX-202608-0307,자동차용 고무부품 외상 판매,1130,21758000,,0,4110,19780000,2180.0,1978000,19780000,1978000,21758000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081308,2026-08-13,생산설비 구매,D002,V007,전자세금계산서,TAX-202608-0308,생산설비 구매,1510,25610000,1180.0,2561000,2120,28171000,,0,25610000,2561000,28171000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081309,2026-08-17,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0309,자동차부품용 소재 매입,1210,1850000,1180.0,185000,2110,2035000,,0,1850000,185000,2035000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081310,2026-08-21,제품 판매,D006,C002,전자세금계산서,TAX-202608-0310,방진부품 외상 판매,1130,20262000,,0,4110,18420000,2180.0,1842000,18420000,1842000,20262000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081311,2026-08-27,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0311,합성고무 원재료 구매,1210,5760000,1180.0,576000,2110,6336000,,0,5760000,576000,6336000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081312,2026-08-20,운송비,D007,V005,전자세금계산서,TAX-202608-0312,원재료 입고 운송비,5140,1220000,1180.0,122000,2120,1342000,,0,1220000,122000,1342000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081313,2026-08-12,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0313,자동차부품용 소재 매입,1210,2870000,1180.0,287000,2110,3157000,,0,2870000,287000,3157000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081314,2026-08-05,운송비,D007,V005,전자세금계산서,TAX-202608-0314,긴급 납품 운송비,5140,1270000,1180.0,127000,2120,1397000,,0,1270000,127000,1397000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081315,2026-08-04,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0315,생산1공장 전기요금,5150,4480000,1180.0,448000,2120,4928000,,0,4480000,458000,4928000,포트폴리오용 합성 거래,1,부가세 계산 오류,검토 필요
JV2026081316,2026-08-18,생산설비 구매,D002,V007,전자세금계산서,TAX-202608-0316,생산설비 구매,1510,42320000,1180.0,4232000,2120,46552000,,0,42320000,4232000,46552000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081317,2026-08-30,제품 판매,D006,C002,전자세금계산서,TAX-202608-0317,고무호스 제품 외상 판매,1130,19503000,,0,4110,17730000,2180.0,1773000,17730000,1773000,19503000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081318,2026-08-30,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0318,합성고무 원재료 구매,1210,3500000,1180.0,350000,2110,3850000,,0,3500000,350000,3850000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081319,2026-08-03,제품 판매,D006,C001,전자세금계산서,TAX-202608-0319,자동차용 씰링부품 외상 판매,1130,14982000,,0,4110,13620000,2180.0,1362000,13620000,1362000,14982000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081320,2026-08-17,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0320,합성고무 원재료 구매,1210,5760000,1180.0,576000,2110,6336000,,0,5760000,576000,6336000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081321,2026-08-16,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0321,고무 원재료 외상 매입,1210,5390000,1180.0,539000,2110,5929000,,0,5390000,539000,5929000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081322,2026-08-30,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0322,합성고무 원재료 구매,1210,4580000,1180.0,458000,2110,5038000,,0,4580000,468000,5038000,포트폴리오용 합성 거래,1,부가세 계산 오류,검토 필요
JV2026081323,2026-08-30,운송비,D007,V005,전자세금계산서,TAX-202608-0323,제품 납품 운송비,5140,220000,1180.0,22000,2120,242000,,0,220000,22000,242000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081324,2026-08-18,운송비,D007,V005,전자세금계산서,TAX-202608-0324,원재료 입고 운송비,5140,870000,1180.0,87000,2120,957000,,0,870000,87000,957000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081325,2026-08-25,경영서비스 수수료,D001,V008,전자세금계산서,TAX-202608-0325,회계 자문 수수료,5160,2250000,1180.0,225000,2120,2475000,,0,2250000,225000,2475000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081326,2026-08-09,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0326,자동차부품용 소재 매입,1210,4980000,1180.0,498000,2110,5478000,,0,4980000,498000,5478000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081327,2026-08-27,산업용 소모품 구매,D007,V004,법인카드,TAX-202608-0327,현장 안전용품 구매,5130,460000,1180.0,46000,2110,506000,,0,460000,46000,506000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081328,2026-08-06,제품 판매,D006,C003,전자세금계산서,TAX-202608-0328,고무호스 제품 외상 판매,1130,12166000,,0,4110,11060000,2180.0,1106000,11060000,1106000,12166000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081329,2026-08-11,제품 판매,D006,C002,전자세금계산서,TAX-202608-0329,고무호스 제품 외상 판매,1130,15235000,,0,4110,13850000,2180.0,1385000,13850000,1385000,15235000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081330,2026-08-20,공장 전기요금,D003,V006,전자세금계산서,CARD-202608-0001,공장 설비 전력 사용료,5150,3590000,1180.0,359000,2120,3949000,,0,3590000,359000,3949000,포트폴리오용 합성 거래,1,증빙번호 중복,검토 필요
JV2026081331,2026-08-31,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0331,고무 원재료 외상 매입,1210,4090000,1180.0,409000,2110,4499000,,0,4090000,409000,4499000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081332,2026-08-10,공장 전기요금,D003,V006,전자세금계산서,TAX-202608-0332,생산2공장 전기요금,5150,2060000,1180.0,206000,2120,2266000,,0,2060000,206000,2266000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081333,2026-08-17,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0333,고무 원재료 외상 매입,1210,6050000,1180.0,605000,2110,6655000,,0,6050000,605000,6655000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081334,2026-08-05,제품 판매,D006,C002,전자세금계산서,TAX-202608-0334,자동차용 고무부품 외상 판매,1130,3883000,,0,4110,3530000,2180.0,353000,3530000,353000,3883000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081335,2026-08-03,제품 판매,D006,C001,전자세금계산서,TAX-202608-0335,자동차용 고무부품 외상 판매,1130,14773000,,0,4110,13430000,2180.0,1343000,13430000,1343000,14773000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081336,2026-08-10,제품 판매,D006,C001,전자세금계산서,TAX-202608-0336,방진부품 외상 판매,1130,7898000,,0,4110,7180000,2180.0,718000,7180000,718000,7898000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081337,2026-08-24,제품 판매,D006,C002,전자세금계산서,TAX-202608-0337,자동차용 고무부품 외상 판매,1130,3322000,,0,4110,3020000,2180.0,302000,3020000,302000,3322000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081338,2026-08-24,제품 판매,D006,C002,전자세금계산서,TAX-202608-0338,자동차용 고무부품 외상 판매,1130,13112000,,0,4110,11920000,2180.0,1192000,11920000,1192000,13112000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081339,2026-08-04,운송비,D007,V005,전자세금계산서,TAX-202608-0339,제품 납품 운송비,5140,1200000,1180.0,120000,2120,1320000,,0,1200000,120000,1320000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081340,2026-08-27,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0340,자동차부품용 소재 매입,1210,6400000,1180.0,640000,2110,7040000,,0,6400000,640000,7040000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081341,2026-08-12,제품 판매,D006,C001,전자세금계산서,TAX-202608-0341,자동차용 씰링부품 외상 판매,1130,5159000,,0,4110,4690000,2180.0,469000,4690000,469000,5159000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081342,2026-08-05,제품 판매,D006,C004,전자세금계산서,TAX-202608-0342,자동차용 고무부품 외상 판매,1130,18898000,,0,4110,17180000,2180.0,1718000,17180000,1718000,18898000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081343,2026-08-06,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0343,자동차부품용 소재 매입,1210,4270000,1180.0,427000,2110,4697000,,0,4270000,427000,4697000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081344,2026-08-18,생산설비 구매,D002,V007,전자세금계산서,TAX-202608-0344,품질검사 설비 구매,1510,14530000,1180.0,1453000,2120,15983000,,0,14530000,1453000,15983000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081345,2026-08-28,제품 판매,D999,C004,전자세금계산서,TAX-202608-0345,자동차용 고무부품 외상 판매,1130,13992000,,0,4110,12720000,2180.0,1272000,12720000,1272000,13992000,포트폴리오용 합성 거래,1,존재하지 않는 부서,검토 필요
JV2026081346,2026-08-30,제품 판매,D006,C004,전자세금계산서,TAX-202608-0346,자동차용 고무부품 외상 판매,1130,7128000,,0,4110,6480000,2180.0,648000,6480000,648000,7128000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081347,2026-08-08,제품 판매,D006,C003,전자세금계산서,TAX-202608-0347,고무호스 제품 외상 판매,1130,3729000,,0,4110,3390000,2180.0,339000,3390000,339000,3729000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081348,2026-08-06,공장 전기요금,D003,V006,전자세금계산서,TAX-202608-0348,생산1공장 전기요금,5150,3150000,1180.0,315000,2120,3465000,,0,3150000,315000,3465000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081349,2026-08-01,제품 판매,D006,C004,전자세금계산서,TAX-202608-0349,,1130,9570000,,0,4110,8700000,2180.0,870000,8700000,870000,9570000,포트폴리오용 합성 거래,1,필수값 누락,검토 필요
