voucher_id,line_no,transaction_date,transaction_type,department_code,partner_code,debit_credit_type,account_code,account_name,amount,evidence_type,evidence_no,description,remarks
JV2026081243,2,2026-08-05,제품 판매,D006,C001,대변,4110,제품매출,4260000,전자세금계산서,TAX-202608-0243,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081243,3,2026-08-05,제품 판매,D006,C001,대변,2180,부가세예수금,426000,전자세금계산서,TAX-202608-0243,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081244,1,2026-08-26,원재료 매입,D002,V002,차변,1210,원재료,1500000,전자세금계산서,TAX-202608-0244,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081244,2,2026-08-26,원재료 매입,D002,V002,차변,1180,부가세대급금,150000,전자세금계산서,TAX-202608-0244,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081244,3,2026-08-26,원재료 매입,D002,V002,대변,2110,외상매입금,1650000,전자세금계산서,TAX-202608-0244,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081245,1,2026-08-22,경영서비스 수수료,D001,V008,차변,5160,지급수수료,600000,전자세금계산서,TAX-202608-0245,회계 자문 수수료,포트폴리오용 합성 거래
JV2026081245,2,2026-08-22,경영서비스 수수료,D001,V008,차변,1180,부가세대급금,60000,전자세금계산서,TAX-202608-0245,회계 자문 수수료,포트폴리오용 합성 거래
JV2026081245,3,2026-08-22,경영서비스 수수료,D001,V008,대변,2120,미지급금,660000,전자세금계산서,TAX-202608-0245,회계 자문 수수료,포트폴리오용 합성 거래
JV2026081246,1,2026-08-05,운송비,D007,V005,차변,5140,운반비,1090000,전자세금계산서,TAX-202608-0246,원재료 입고 운송비,포트폴리오용 합성 거래
JV2026081246,2,2026-08-05,운송비,D007,V005,차변,1180,부가세대급금,109000,전자세금계산서,TAX-202608-0246,원재료 입고 운송비,포트폴리오용 합성 거래
JV2026081246,3,2026-08-05,운송비,D007,V005,대변,2120,미지급금,1199000,전자세금계산서,TAX-202608-0246,원재료 입고 운송비,포트폴리오용 합성 거래
JV2026081248,1,2026-08-08,제품 판매,D006,C003,차변,1130,외상매출금,10560000,전자세금계산서,TAX-202608-0248,방진부품 외상 판매,포트폴리오용 합성 거래
JV2026081248,2,2026-08-08,제품 판매,D006,C003,대변,4110,제품매출,9600000,전자세금계산서,TAX-202608-0248,방진부품 외상 판매,포트폴리오용 합성 거래
JV2026081248,3,2026-08-08,제품 판매,D006,C003,대변,2180,부가세예수금,960000,전자세금계산서,TAX-202608-0248,방진부품 외상 판매,포트폴리오용 합성 거래
JV2026081249,1,2026-08-20,산업용 소모품 구매,D003,V003,차변,5130,소모품비,660000,법인카드,CARD-202608-0249,검사용 소모품 구매,포트폴리오용 합성 거래
JV2026081249,2,2026-08-20,산업용 소모품 구매,D003,V003,차변,1180,부가세대급금,66000,법인카드,CARD-202608-0249,검사용 소모품 구매,포트폴리오용 합성 거래
JV2026081249,3,2026-08-20,산업용 소모품 구매,D003,V003,대변,2140,카드미지급금,726000,법인카드,CARD-202608-0249,검사용 소모품 구매,포트폴리오용 합성 거래
JV2026081250,1,2026-08-31,원재료 매입,D002,V001,차변,1210,원재료,3430000,전자세금계산서,TAX-202608-0250,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081250,2,2026-08-31,원재료 매입,D002,V001,차변,1180,부가세대급금,343000,전자세금계산서,TAX-202608-0250,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081250,3,2026-08-31,원재료 매입,D002,V001,대변,2110,외상매입금,3773000,전자세금계산서,TAX-202608-0250,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081252,1,2026-08-02,운송비,D007,V005,차변,5140,운반비,1100000,전자세금계산서,TAX-202608-0252,긴급 납품 운송비,포트폴리오용 합성 거래
JV2026081252,2,2026-08-02,운송비,D007,V005,차변,1180,부가세대급금,110000,전자세금계산서,TAX-202608-0252,긴급 납품 운송비,포트폴리오용 합성 거래
JV2026081252,3,2026-08-02,운송비,D007,V005,대변,2120,미지급금,1210000,전자세금계산서,TAX-202608-0252,긴급 납품 운송비,포트폴리오용 합성 거래
JV2026081254,1,2026-08-25,제품 판매,D006,C002,차변,1130,외상매출금,16533000,전자세금계산서,TAX-202608-0254,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081254,2,2026-08-25,제품 판매,D006,C002,대변,4110,제품매출,15030000,전자세금계산서,TAX-202608-0254,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081254,3,2026-08-25,제품 판매,D006,C002,대변,2180,부가세예수금,1503000,전자세금계산서,TAX-202608-0254,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081255,1,2026-08-29,산업용 소모품 구매,D003,V004,차변,5130,소모품비,720000,법인카드,TAX-202608-0255,생산 작업용 장갑 구매,포트폴리오용 합성 거래
JV2026081255,2,2026-08-29,산업용 소모품 구매,D003,V004,차변,1180,부가세대급금,72000,법인카드,TAX-202608-0255,생산 작업용 장갑 구매,포트폴리오용 합성 거래
JV2026081255,3,2026-08-29,산업용 소모품 구매,D003,V004,대변,2110,외상매입금,792000,법인카드,TAX-202608-0255,생산 작업용 장갑 구매,포트폴리오용 합성 거래
JV2026081256,1,2026-08-21,원재료 매입,D002,V002,차변,1210,원재료,1480000,전자세금계산서,TAX-202608-0256,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081256,2,2026-08-21,원재료 매입,D002,V002,차변,1180,부가세대급금,148000,전자세금계산서,TAX-202608-0256,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081256,3,2026-08-21,원재료 매입,D002,V002,대변,2110,외상매입금,1628000,전자세금계산서,TAX-202608-0256,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081257,1,2026-08-17,원재료 매입,D002,V002,차변,1210,원재료,2470000,전자세금계산서,TAX-202608-0257,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081257,2,2026-08-17,원재료 매입,D002,V002,차변,1180,부가세대급금,247000,전자세금계산서,TAX-202608-0257,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081257,3,2026-08-17,원재료 매입,D002,V002,대변,2110,외상매입금,2717000,전자세금계산서,TAX-202608-0257,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081258,1,2026-08-08,산업용 소모품 구매,D005,V004,차변,5130,소모품비,580000,법인카드,TAX-202608-0258,생산 작업용 장갑 구매,포트폴리오용 합성 거래
JV2026081258,2,2026-08-08,산업용 소모품 구매,D005,V004,차변,1180,부가세대급금,58000,법인카드,TAX-202608-0258,생산 작업용 장갑 구매,포트폴리오용 합성 거래
JV2026081258,3,2026-08-08,산업용 소모품 구매,D005,V004,대변,2110,외상매입금,638000,법인카드,TAX-202608-0258,생산 작업용 장갑 구매,포트폴리오용 합성 거래
JV2026081259,1,2026-08-30,원재료 매입,D002,V002,차변,1210,원재료,3140000,전자세금계산서,TAX-202608-0259,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081259,2,2026-08-30,원재료 매입,D002,V002,차변,1180,부가세대급금,314000,전자세금계산서,TAX-202608-0259,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081259,3,2026-08-30,원재료 매입,D002,V002,대변,2110,외상매입금,3454000,전자세금계산서,TAX-202608-0259,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081260,1,2026-08-30,산업용 소모품 구매,D005,V004,차변,5130,소모품비,380000,법인카드,TAX-202608-0260,검사용 소모품 구매,포트폴리오용 합성 거래
JV2026081260,2,2026-08-30,산업용 소모품 구매,D005,V004,차변,1180,부가세대급금,38000,법인카드,TAX-202608-0260,검사용 소모품 구매,포트폴리오용 합성 거래
JV2026081260,3,2026-08-30,산업용 소모품 구매,D005,V004,대변,2110,외상매입금,418000,법인카드,TAX-202608-0260,검사용 소모품 구매,포트폴리오용 합성 거래
JV2026081261,1,2026-08-16,공장 전기요금,D003,V006,차변,5150,전력비,1180000,전자세금계산서,TAX-202608-0261,생산2공장 전기요금,포트폴리오용 합성 거래
JV2026081261,2,2026-08-16,공장 전기요금,D003,V006,차변,1180,부가세대급금,118000,전자세금계산서,TAX-202608-0261,생산2공장 전기요금,포트폴리오용 합성 거래
JV2026081261,3,2026-08-16,공장 전기요금,D003,V006,대변,2120,미지급금,1298000,전자세금계산서,TAX-202608-0261,생산2공장 전기요금,포트폴리오용 합성 거래
JV2026081262,1,2026-08-15,원재료 매입,D002,V002,차변,1210,원재료,2930000,전자세금계산서,TAX-202608-0262,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081262,2,2026-08-15,원재료 매입,D002,V002,차변,1180,부가세대급금,293000,전자세금계산서,TAX-202608-0262,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081262,3,2026-08-15,원재료 매입,D002,V002,대변,2110,외상매입금,3223000,전자세금계산서,TAX-202608-0262,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081263,1,2026-08-18,운송비,D007,V005,차변,5140,운반비,820000,전자세금계산서,TAX-202608-0263,제품 납품 운송비,포트폴리오용 합성 거래
JV2026081263,2,2026-08-18,운송비,D007,V005,차변,1180,부가세대급금,82000,전자세금계산서,TAX-202608-0263,제품 납품 운송비,포트폴리오용 합성 거래
JV2026081263,3,2026-08-18,운송비,D007,V005,대변,2120,미지급금,902000,전자세금계산서,TAX-202608-0263,제품 납품 운송비,포트폴리오용 합성 거래
JV2026081264,1,2026-08-23,원재료 매입,D002,V002,차변,1210,원재료,7420000,전자세금계산서,TAX-202608-0264,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081264,2,2026-08-23,원재료 매입,D002,V002,차변,1180,부가세대급금,742000,전자세금계산서,TAX-202608-0264,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081264,3,2026-08-23,원재료 매입,D002,V002,대변,2110,외상매입금,8162000,전자세금계산서,TAX-202608-0264,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081265,1,2026-08-02,산업용 소모품 구매,D005,V004,차변,5130,소모품비,960000,법인카드,TAX-202608-0265,검사용 소모품 구매,포트폴리오용 합성 거래
JV2026081265,2,2026-08-02,산업용 소모품 구매,D005,V004,차변,1180,부가세대급금,96000,법인카드,TAX-202608-0265,검사용 소모품 구매,포트폴리오용 합성 거래
JV2026081265,3,2026-08-02,산업용 소모품 구매,D005,V004,대변,2110,외상매입금,1056000,법인카드,TAX-202608-0265,검사용 소모품 구매,포트폴리오용 합성 거래
JV2026081266,1,2026-08-07,제품 판매,D006,C004,차변,1130,외상매출금,18392000,전자세금계산서,TAX-202608-0266,자동차용 씰링부품 외상 판매,포트폴리오용 합성 거래
JV2026081266,2,2026-08-07,제품 판매,D006,C004,대변,4110,제품매출,16720000,전자세금계산서,TAX-202608-0266,자동차용 씰링부품 외상 판매,포트폴리오용 합성 거래
JV2026081266,3,2026-08-07,제품 판매,D006,C004,대변,2180,부가세예수금,1672000,전자세금계산서,TAX-202608-0266,자동차용 씰링부품 외상 판매,포트폴리오용 합성 거래
JV2026081268,1,2026-08-08,생산설비 구매,D002,V007,차변,1510,기계장치,41250000,전자세금계산서,TAX-202608-0268,생산설비 구매,포트폴리오용 합성 거래
JV2026081268,2,2026-08-08,생산설비 구매,D002,V007,차변,1180,부가세대급금,4125000,전자세금계산서,TAX-202608-0268,생산설비 구매,포트폴리오용 합성 거래
JV2026081268,3,2026-08-08,생산설비 구매,D002,V007,대변,2120,미지급금,45375000,전자세금계산서,TAX-202608-0268,생산설비 구매,포트폴리오용 합성 거래
JV2026081269,1,2026-08-01,산업용 소모품 구매,D005,V003,차변,5130,소모품비,170000,법인카드,CARD-202608-0269,제품 포장재 구매,포트폴리오용 합성 거래
JV2026081269,2,2026-08-01,산업용 소모품 구매,D005,V003,차변,1180,부가세대급금,17000,법인카드,CARD-202608-0269,제품 포장재 구매,포트폴리오용 합성 거래
JV2026081269,3,2026-08-01,산업용 소모품 구매,D005,V003,대변,2140,카드미지급금,187000,법인카드,CARD-202608-0269,제품 포장재 구매,포트폴리오용 합성 거래
JV2026081270,1,2026-08-24,원재료 매입,D002,V002,차변,1210,원재료,5900000,전자세금계산서,TAX-202608-0270,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081270,2,2026-08-24,원재료 매입,D002,V002,차변,1180,부가세대급금,590000,전자세금계산서,TAX-202608-0270,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081270,3,2026-08-24,원재료 매입,D002,V002,대변,2110,외상매입금,6490000,전자세금계산서,TAX-202608-0270,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081271,1,2026-08-22,제품 판매,D006,C004,차변,1130,외상매출금,8448000,전자세금계산서,TAX-202608-0271,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081271,2,2026-08-22,제품 판매,D006,C004,대변,4110,제품매출,7680000,전자세금계산서,TAX-202608-0271,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081271,3,2026-08-22,제품 판매,D006,C004,대변,2180,부가세예수금,768000,전자세금계산서,TAX-202608-0271,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081272,1,2026-08-07,산업용 소모품 구매,D007,V003,차변,5130,소모품비,830000,법인카드,CARD-202608-0272,검사용 소모품 구매,포트폴리오용 합성 거래
JV2026081272,2,2026-08-07,산업용 소모품 구매,D007,V003,차변,1180,부가세대급금,83000,법인카드,CARD-202608-0272,검사용 소모품 구매,포트폴리오용 합성 거래
JV2026081272,3,2026-08-07,산업용 소모품 구매,D007,V003,대변,2140,카드미지급금,913000,법인카드,CARD-202608-0272,검사용 소모품 구매,포트폴리오용 합성 거래
JV2026081273,1,2026-08-19,원재료 매입,D002,V001,차변,1210,원재료,7230000,전자세금계산서,TAX-202608-0273,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081273,2,2026-08-19,원재료 매입,D002,V001,차변,1180,부가세대급금,723000,전자세금계산서,TAX-202608-0273,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081273,3,2026-08-19,원재료 매입,D002,V001,대변,2110,외상매입금,7953000,전자세금계산서,TAX-202608-0273,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081274,1,2026-08-28,원재료 매입,D002,V002,차변,1210,원재료,1810000,전자세금계산서,TAX-202608-0274,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081274,2,2026-08-28,원재료 매입,D002,V002,차변,1180,부가세대급금,181000,전자세금계산서,TAX-202608-0274,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081274,3,2026-08-28,원재료 매입,D002,V002,대변,2110,외상매입금,1991000,전자세금계산서,TAX-202608-0274,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081275,1,2026-08-20,제품 판매,D006,C003,차변,1130,외상매출금,20306000,전자세금계산서,TAX-202608-0275,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081275,2,2026-08-20,제품 판매,D006,C003,대변,4110,제품매출,18460000,전자세금계산서,TAX-202608-0275,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081275,3,2026-08-20,제품 판매,D006,C003,대변,2180,부가세예수금,1846000,전자세금계산서,TAX-202608-0275,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081276,1,2026-08-23,원재료 매입,D002,V002,차변,1210,원재료,2180000,전자세금계산서,TAX-202608-0276,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081276,2,2026-08-23,원재료 매입,D002,V002,차변,1180,부가세대급금,218000,전자세금계산서,TAX-202608-0276,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081276,3,2026-08-23,원재료 매입,D002,V002,대변,2110,외상매입금,2398000,전자세금계산서,TAX-202608-0276,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081277,1,2026-08-06,원재료 매입,D002,V001,차변,1210,원재료,3550000,전자세금계산서,TAX-202608-0277,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081277,2,2026-08-06,원재료 매입,D002,V001,차변,1180,부가세대급금,355000,전자세금계산서,TAX-202608-0277,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081277,3,2026-08-06,원재료 매입,D002,V001,대변,2110,외상매입금,3905000,전자세금계산서,TAX-202608-0277,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081278,1,2026-08-12,공장 전기요금,D004,V006,차변,5150,전력비,4540000,전자세금계산서,TAX-202608-0278,생산1공장 전기요금,포트폴리오용 합성 거래
JV2026081278,2,2026-08-12,공장 전기요금,D004,V006,차변,1180,부가세대급금,454000,전자세금계산서,TAX-202608-0278,생산1공장 전기요금,포트폴리오용 합성 거래
JV2026081278,3,2026-08-12,공장 전기요금,D004,V006,대변,2120,미지급금,4994000,전자세금계산서,TAX-202608-0278,생산1공장 전기요금,포트폴리오용 합성 거래
JV2026081279,1,2026-08-24,제품 판매,D006,C002,차변,1130,외상매출금,9812000,전자세금계산서,TAX-202608-0279,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081279,2,2026-08-24,제품 판매,D006,C002,대변,4110,제품매출,8920000,전자세금계산서,TAX-202608-0279,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081279,3,2026-08-24,제품 판매,D006,C002,대변,2180,부가세예수금,892000,전자세금계산서,TAX-202608-0279,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081280,1,2026-08-14,제품 판매,D006,C004,차변,1130,외상매출금,4697000,전자세금계산서,TAX-202608-0280,방진부품 외상 판매,포트폴리오용 합성 거래
JV2026081280,2,2026-08-14,제품 판매,D006,C004,대변,4110,제품매출,4270000,전자세금계산서,TAX-202608-0280,방진부품 외상 판매,포트폴리오용 합성 거래
JV2026081280,3,2026-08-14,제품 판매,D006,C004,대변,2180,부가세예수금,427000,전자세금계산서,TAX-202608-0280,방진부품 외상 판매,포트폴리오용 합성 거래
JV2026081281,1,2026-08-17,원재료 매입,D002,V002,차변,1210,원재료,6250000,전자세금계산서,TAX-202608-0281,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081281,2,2026-08-17,원재료 매입,D002,V002,차변,1180,부가세대급금,625000,전자세금계산서,TAX-202608-0281,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081281,3,2026-08-17,원재료 매입,D002,V002,대변,2110,외상매입금,6875000,전자세금계산서,TAX-202608-0281,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081282,1,2026-08-13,경영서비스 수수료,D001,V008,차변,5160,지급수수료,740000,전자세금계산서,TAX-202608-0282,경영관리 서비스 비용,포트폴리오용 합성 거래
JV2026081282,2,2026-08-13,경영서비스 수수료,D001,V008,차변,1180,부가세대급금,74000,전자세금계산서,TAX-202608-0282,경영관리 서비스 비용,포트폴리오용 합성 거래
JV2026081282,3,2026-08-13,경영서비스 수수료,D001,V008,대변,2120,미지급금,814000,전자세금계산서,TAX-202608-0282,경영관리 서비스 비용,포트폴리오용 합성 거래
JV2026081283,1,2026-08-11,원재료 매입,D002,V002,차변,1210,원재료,5930000,전자세금계산서,TAX-202608-0283,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081283,2,2026-08-11,원재료 매입,D002,V002,차변,1180,부가세대급금,593000,전자세금계산서,TAX-202608-0283,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081283,3,2026-08-11,원재료 매입,D002,V002,대변,2110,외상매입금,6523000,전자세금계산서,TAX-202608-0283,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081284,1,2026-08-13,제품 판매,D006,C002,차변,1130,외상매출금,9999000,전자세금계산서,TAX-202608-0284,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081284,2,2026-08-13,제품 판매,D006,C002,대변,4110,제품매출,9090000,전자세금계산서,TAX-202608-0284,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081284,3,2026-08-13,제품 판매,D006,C002,대변,2180,부가세예수금,909000,전자세금계산서,TAX-202608-0284,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081285,1,2026-08-18,원재료 매입,D002,V001,차변,1210,원재료,2270000,전자세금계산서,TAX-202608-0285,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081285,2,2026-08-18,원재료 매입,D002,V001,차변,1180,부가세대급금,227000,전자세금계산서,TAX-202608-0285,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081285,3,2026-08-18,원재료 매입,D002,V001,대변,2110,외상매입금,2497000,전자세금계산서,TAX-202608-0285,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081287,1,2026-08-26,공장 전기요금,D003,V006,차변,5150,전력비,1750000,전자세금계산서,TAX-202608-0287,생산2공장 전기요금,포트폴리오용 합성 거래
JV2026081287,2,2026-08-26,공장 전기요금,D003,V006,차변,1180,부가세대급금,175000,전자세금계산서,TAX-202608-0287,생산2공장 전기요금,포트폴리오용 합성 거래
JV2026081287,3,2026-08-26,공장 전기요금,D003,V006,대변,2120,미지급금,1925000,전자세금계산서,TAX-202608-0287,생산2공장 전기요금,포트폴리오용 합성 거래
JV2026081288,1,2026-08-21,원재료 매입,D002,V002,차변,1210,원재료,1260000,전자세금계산서,TAX-202608-0288,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081288,2,2026-08-21,원재료 매입,D002,V002,차변,1180,부가세대급금,126000,전자세금계산서,TAX-202608-0288,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081288,3,2026-08-21,원재료 매입,D002,V002,대변,2110,외상매입금,1386000,전자세금계산서,TAX-202608-0288,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081290,1,2026-08-07,공장 전기요금,D003,V006,차변,5150,전력비,4930000,전자세금계산서,TAX-202608-0290,생산1공장 전기요금,포트폴리오용 합성 거래
JV2026081290,2,2026-08-07,공장 전기요금,D003,V006,차변,1180,부가세대급금,493000,전자세금계산서,TAX-202608-0290,생산1공장 전기요금,포트폴리오용 합성 거래
JV2026081290,3,2026-08-07,공장 전기요금,D003,V006,대변,2120,미지급금,5423000,전자세금계산서,TAX-202608-0290,생산1공장 전기요금,포트폴리오용 합성 거래
JV2026081291,1,2026-08-28,제품 판매,D006,C002,차변,1130,외상매출금,11011000,전자세금계산서,TAX-202608-0291,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081291,2,2026-08-28,제품 판매,D006,C002,대변,4110,제품매출,10010000,전자세금계산서,TAX-202608-0291,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081291,3,2026-08-28,제품 판매,D006,C002,대변,2180,부가세예수금,1001000,전자세금계산서,TAX-202608-0291,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081292,1,2026-08-28,운송비,D007,V005,차변,5140,운반비,730000,전자세금계산서,TAX-202608-0292,원재료 입고 운송비,포트폴리오용 합성 거래
JV2026081292,2,2026-08-28,운송비,D007,V005,차변,1180,부가세대급금,73000,전자세금계산서,TAX-202608-0292,원재료 입고 운송비,포트폴리오용 합성 거래
JV2026081292,3,2026-08-28,운송비,D007,V005,대변,2120,미지급금,803000,전자세금계산서,TAX-202608-0292,원재료 입고 운송비,포트폴리오용 합성 거래
JV2026081293,1,2026-08-21,경영서비스 수수료,D001,V008,차변,5160,지급수수료,850000,전자세금계산서,TAX-202608-0293,업무 시스템 자문료,포트폴리오용 합성 거래
JV2026081293,2,2026-08-21,경영서비스 수수료,D001,V008,차변,1180,부가세대급금,85000,전자세금계산서,TAX-202608-0293,업무 시스템 자문료,포트폴리오용 합성 거래
JV2026081293,3,2026-08-21,경영서비스 수수료,D001,V008,대변,2120,미지급금,935000,전자세금계산서,TAX-202608-0293,업무 시스템 자문료,포트폴리오용 합성 거래
JV2026081294,1,2026-08-11,제품 판매,D006,C001,차변,1130,외상매출금,17809000,전자세금계산서,TAX-202608-0294,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081294,2,2026-08-11,제품 판매,D006,C001,대변,4110,제품매출,16190000,전자세금계산서,TAX-202608-0294,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081294,3,2026-08-11,제품 판매,D006,C001,대변,2180,부가세예수금,1619000,전자세금계산서,TAX-202608-0294,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081295,1,2026-08-07,산업용 소모품 구매,D003,V004,차변,5130,소모품비,630000,법인카드,TAX-202608-0295,제품 포장재 구매,포트폴리오용 합성 거래
JV2026081295,2,2026-08-07,산업용 소모품 구매,D003,V004,차변,1180,부가세대급금,63000,법인카드,TAX-202608-0295,제품 포장재 구매,포트폴리오용 합성 거래
JV2026081295,3,2026-08-07,산업용 소모품 구매,D003,V004,대변,2110,외상매입금,693000,법인카드,TAX-202608-0295,제품 포장재 구매,포트폴리오용 합성 거래
JV2026081296,1,2026-08-24,운송비,D007,V005,차변,5140,운반비,880000,전자세금계산서,TAX-202608-0296,긴급 납품 운송비,포트폴리오용 합성 거래
JV2026081296,2,2026-08-24,운송비,D007,V005,차변,1180,부가세대급금,88000,전자세금계산서,TAX-202608-0296,긴급 납품 운송비,포트폴리오용 합성 거래
JV2026081296,3,2026-08-24,운송비,D007,V005,대변,2120,미지급금,968000,전자세금계산서,TAX-202608-0296,긴급 납품 운송비,포트폴리오용 합성 거래
JV2026081297,1,2026-08-04,운송비,D007,V005,차변,5140,운반비,1000000,전자세금계산서,TAX-202608-0297,원재료 입고 운송비,포트폴리오용 합성 거래
JV2026081297,2,2026-08-04,운송비,D007,V005,차변,1180,부가세대급금,100000,전자세금계산서,TAX-202608-0297,원재료 입고 운송비,포트폴리오용 합성 거래
JV2026081297,3,2026-08-04,운송비,D007,V005,대변,2120,미지급금,1100000,전자세금계산서,TAX-202608-0297,원재료 입고 운송비,포트폴리오용 합성 거래
JV2026081298,1,2026-08-11,운송비,D007,V005,차변,5140,운반비,920000,전자세금계산서,TAX-202608-0298,제품 납품 운송비,포트폴리오용 합성 거래
JV2026081298,2,2026-08-11,운송비,D007,V005,차변,1180,부가세대급금,92000,전자세금계산서,TAX-202608-0298,제품 납품 운송비,포트폴리오용 합성 거래
JV2026081298,3,2026-08-11,운송비,D007,V005,대변,2120,미지급금,1012000,전자세금계산서,TAX-202608-0298,제품 납품 운송비,포트폴리오용 합성 거래
JV2026081299,1,2026-08-25,원재료 매입,D002,V001,차변,1210,원재료,1600000,전자세금계산서,TAX-202608-0299,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081299,2,2026-08-25,원재료 매입,D002,V001,차변,1180,부가세대급금,160000,전자세금계산서,TAX-202608-0299,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081299,3,2026-08-25,원재료 매입,D002,V001,대변,2110,외상매입금,1760000,전자세금계산서,TAX-202608-0299,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081300,1,2026-08-25,생산설비 구매,D002,V007,차변,1510,기계장치,20620000,전자세금계산서,TAX-202608-0300,품질검사 설비 구매,포트폴리오용 합성 거래
JV2026081300,2,2026-08-25,생산설비 구매,D002,V007,차변,1180,부가세대급금,2062000,전자세금계산서,TAX-202608-0300,품질검사 설비 구매,포트폴리오용 합성 거래
JV2026081300,3,2026-08-25,생산설비 구매,D002,V007,대변,2120,미지급금,22682000,전자세금계산서,TAX-202608-0300,품질검사 설비 구매,포트폴리오용 합성 거래
JV2026081301,1,2026-08-12,원재료 매입,D002,V002,차변,1210,원재료,2710000,전자세금계산서,TAX-202608-0301,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081301,2,2026-08-12,원재료 매입,D002,V002,차변,1180,부가세대급금,271000,전자세금계산서,TAX-202608-0301,고무 원재료 외상 매입,포트폴리오용 합성 거래
